seqid,source,type,start,end,score,strand,phase,attributes
1B,IWGSC,gene,146950311.0,146963727.0,.,-,.,ID=gene:TraesCS1B02G122400;biotype=protein_coding;gene_id=TraesCS1B02G122400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148413936.0,148416442.0,.,-,.,ID=gene:TraesCS1B02G122800;biotype=protein_coding;description=Phenylalanine ammonia-lyase [Source:UniProtKB/TrEMBL%3BAcc:W5A9P3];gene_id=TraesCS1B02G122800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148434747.0,148442422.0,.,-,.,ID=gene:TraesCS1B02G123000;biotype=protein_coding;description=Gamma-tubulin complex component [Source:UniProtKB/TrEMBL%3BAcc:A0A341P0E2];gene_id=TraesCS1B02G123000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148471521.0,148478280.0,.,-,.,ID=gene:TraesCS1B02G123100;biotype=protein_coding;gene_id=TraesCS1B02G123100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148891527.0,148900176.0,.,+,.,ID=gene:TraesCS1B02G123200;biotype=protein_coding;description=Kinesin-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6REV6];gene_id=TraesCS1B02G123200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,149601252.0,149613588.0,.,-,.,ID=gene:TraesCS1B02G123400;biotype=protein_coding;gene_id=TraesCS1B02G123400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150358691.0,150370301.0,.,+,.,ID=gene:TraesCS1B02G123600;biotype=protein_coding;description=DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL%3BAcc:W5AAU4];gene_id=TraesCS1B02G123600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150538634.0,150541781.0,.,+,.,ID=gene:TraesCS1B02G123900;biotype=protein_coding;gene_id=TraesCS1B02G123900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150662353.0,150664371.0,.,+,.,ID=gene:TraesCS1B02G124100;biotype=protein_coding;gene_id=TraesCS1B02G124100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150664578.0,150667762.0,.,-,.,ID=gene:TraesCS1B02G124200;biotype=protein_coding;gene_id=TraesCS1B02G124200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151081125.0,151096483.0,.,-,.,ID=gene:TraesCS1B02G124700;biotype=protein_coding;gene_id=TraesCS1B02G124700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151461222.0,151466479.0,.,-,.,ID=gene:TraesCS1B02G124800;biotype=protein_coding;description=Tubulin gamma chain [Source:UniProtKB/TrEMBL%3BAcc:W5A8H0];gene_id=TraesCS1B02G124800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151467835.0,151473827.0,.,-,.,ID=gene:TraesCS1B02G124900;biotype=protein_coding;description=Dihydrolipoyl dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P9S9];gene_id=TraesCS1B02G124900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151840049.0,151847883.0,.,-,.,ID=gene:TraesCS1B02G125100;biotype=protein_coding;description=DnaJ protein ERDJ3B [Source:Projected from Arabidopsis thaliana (AT3G62600) UniProtKB/Swiss-Prot%3BAcc:Q9LZK5];gene_id=TraesCS1B02G125100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,152522293.0,152524911.0,.,-,.,ID=gene:TraesCS1B02G125400;biotype=protein_coding;gene_id=TraesCS1B02G125400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154153640.0,154157714.0,.,+,.,ID=gene:TraesCS1B02G126100;biotype=protein_coding;description=Protein disulfide isomerase family protein 4-1 [Source:UniProtKB/TrEMBL%3BAcc:D8L9B3];gene_id=TraesCS1B02G126100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154157990.0,154161958.0,.,-,.,ID=gene:TraesCS1B02G126200;biotype=protein_coding;gene_id=TraesCS1B02G126200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154165137.0,154170253.0,.,-,.,ID=gene:TraesCS1B02G126300;biotype=protein_coding;gene_id=TraesCS1B02G126300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154594665.0,154599312.0,.,+,.,ID=gene:TraesCS1B02G126500;biotype=protein_coding;description=Importin subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:W5AA91];gene_id=TraesCS1B02G126500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155404645.0,155406696.0,.,+,.,ID=gene:TraesCS1B02G126600;biotype=protein_coding;gene_id=TraesCS1B02G126600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155407250.0,155411165.0,.,-,.,ID=gene:TraesCS1B02G126700;biotype=protein_coding;gene_id=TraesCS1B02G126700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155410864.0,155425972.0,.,+,.,ID=gene:TraesCS1B02G126800;biotype=protein_coding;gene_id=TraesCS1B02G126800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155438402.0,155439430.0,.,-,.,ID=gene:TraesCS1B02G126900;biotype=protein_coding;gene_id=TraesCS1B02G126900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155735657.0,155741951.0,.,+,.,ID=gene:TraesCS1B02G127000;biotype=protein_coding;gene_id=TraesCS1B02G127000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155748211.0,155751136.0,.,-,.,ID=gene:TraesCS1B02G127200;biotype=protein_coding;description=Similar to 60S ribosomal protein L18 [Source: Projected from Oryza sativa (Os05g0155100)];gene_id=TraesCS1B02G127200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156581011.0,156586954.0,.,+,.,ID=gene:TraesCS1B02G127500;biotype=protein_coding;gene_id=TraesCS1B02G127500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156591824.0,156594405.0,.,+,.,ID=gene:TraesCS1B02G127600;biotype=protein_coding;gene_id=TraesCS1B02G127600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156595104.0,156598937.0,.,-,.,ID=gene:TraesCS1B02G127700;biotype=protein_coding;description=U1A [Source:Projected from Arabidopsis thaliana (AT2G47580) UniProtKB/TrEMBL%3BAcc:A0A178VZ67];gene_id=TraesCS1B02G127700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156684949.0,156688706.0,.,+,.,ID=gene:TraesCS1B02G127900;biotype=protein_coding;gene_id=TraesCS1B02G127900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156848680.0,156855586.0,.,-,.,ID=gene:TraesCS1B02G128100;biotype=protein_coding;description=Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P1S3];gene_id=TraesCS1B02G128100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,157898932.0,157902229.0,.,+,.,ID=gene:TraesCS1B02G128400;biotype=protein_coding;description=Golgi apparatus membrane protein TVP23 [Source:UniProtKB/TrEMBL%3BAcc:W5AJZ4];gene_id=TraesCS1B02G128400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,157924691.0,157928729.0,.,-,.,ID=gene:TraesCS1B02G128500;biotype=protein_coding;gene_id=TraesCS1B02G128500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,157934685.0,157939882.0,.,-,.,ID=gene:TraesCS1B02G128600;biotype=protein_coding;gene_id=TraesCS1B02G128600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158309306.0,158314745.0,.,-,.,ID=gene:TraesCS1B02G128700;biotype=protein_coding;gene_id=TraesCS1B02G128700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158516376.0,158519480.0,.,+,.,ID=gene:TraesCS1B02G128800;biotype=protein_coding;description=Transition metal ion transporter%2C Ion transpor [Source: Projected from Oryza sativa (Os05g0164800)];gene_id=TraesCS1B02G128800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158533911.0,158546217.0,.,-,.,ID=gene:TraesCS1B02G129000;biotype=protein_coding;gene_id=TraesCS1B02G129000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159384771.0,159388822.0,.,+,.,ID=gene:TraesCS1B02G129300;biotype=protein_coding;gene_id=TraesCS1B02G129300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159631936.0,159638274.0,.,-,.,ID=gene:TraesCS1B02G129400;biotype=protein_coding;description=R1 protein [Source:UniProtKB/TrEMBL%3BAcc:W5AA79];gene_id=TraesCS1B02G129400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159912139.0,159913202.0,.,-,.,ID=gene:TraesCS1B02G129500;biotype=protein_coding;gene_id=TraesCS1B02G129500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159914450.0,159924182.0,.,-,.,ID=gene:TraesCS1B02G129600;biotype=protein_coding;gene_id=TraesCS1B02G129600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160017954.0,160018548.0,.,+,.,ID=gene:TraesCS1B02G129700;biotype=protein_coding;gene_id=TraesCS1B02G129700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160320099.0,160327761.0,.,-,.,ID=gene:TraesCS1B02G129900;biotype=protein_coding;gene_id=TraesCS1B02G129900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160484172.0,160487855.0,.,+,.,ID=gene:TraesCS1B02G130000;biotype=protein_coding;gene_id=TraesCS1B02G130000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160664546.0,160667071.0,.,+,.,ID=gene:TraesCS1B02G130100;biotype=protein_coding;gene_id=TraesCS1B02G130100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,161202973.0,161209590.0,.,+,.,ID=gene:TraesCS1B02G130200;biotype=protein_coding;gene_id=TraesCS1B02G130200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,161210000.0,161212537.0,.,-,.,ID=gene:TraesCS1B02G130300;biotype=protein_coding;gene_id=TraesCS1B02G130300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,161984957.0,161996664.0,.,+,.,ID=gene:TraesCS1B02G130500;biotype=protein_coding;gene_id=TraesCS1B02G130500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162779190.0,162782916.0,.,+,.,ID=gene:TraesCS1B02G130800;biotype=protein_coding;gene_id=TraesCS1B02G130800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162805763.0,162806230.0,.,-,.,ID=gene:TraesCS1B02G130900;biotype=protein_coding;gene_id=TraesCS1B02G130900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162810469.0,162814929.0,.,-,.,ID=gene:TraesCS1B02G131000;biotype=protein_coding;description=Protein MAEA homolog [Source:Projected from Arabidopsis thaliana (AT3G55070) UniProtKB/Swiss-Prot%3BAcc:Q9M2V9];gene_id=TraesCS1B02G131000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,163096354.0,163100530.0,.,-,.,ID=gene:TraesCS1B02G131300;biotype=protein_coding;description=Dihydrolipoyl dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:W5A874];gene_id=TraesCS1B02G131300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,165546827.0,165547892.0,.,-,.,ID=gene:TraesCS1B02G132000;biotype=protein_coding;gene_id=TraesCS1B02G132000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,165815758.0,165819567.0,.,-,.,ID=gene:TraesCS1B02G132100;biotype=protein_coding;gene_id=TraesCS1B02G132100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166076267.0,166080182.0,.,-,.,ID=gene:TraesCS1B02G132200;biotype=protein_coding;gene_id=TraesCS1B02G132200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166579286.0,166591357.0,.,+,.,ID=gene:TraesCS1B02G132300;biotype=protein_coding;gene_id=TraesCS1B02G132300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166592047.0,166594588.0,.,-,.,ID=gene:TraesCS1B02G132400;biotype=protein_coding;gene_id=TraesCS1B02G132400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166657228.0,166659177.0,.,-,.,ID=gene:TraesCS1B02G132500;biotype=protein_coding;gene_id=TraesCS1B02G132500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167108459.0,167111433.0,.,-,.,ID=gene:TraesCS1B02G132600;biotype=protein_coding;description=Thioredoxin [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S567];gene_id=TraesCS1B02G132600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167712604.0,167714646.0,.,+,.,ID=gene:TraesCS1B02G132700;biotype=protein_coding;gene_id=TraesCS1B02G132700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167715268.0,167719229.0,.,+,.,ID=gene:TraesCS1B02G132800;biotype=protein_coding;gene_id=TraesCS1B02G132800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167930227.0,167934361.0,.,+,.,ID=gene:TraesCS1B02G132900;biotype=protein_coding;description=Autophagy-related protein 18a [Source:UniProtKB/TrEMBL%3BAcc:U3Q3D9];gene_id=TraesCS1B02G132900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167989381.0,167999199.0,.,-,.,ID=gene:TraesCS1B02G133100;biotype=protein_coding;gene_id=TraesCS1B02G133100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,168330607.0,168331383.0,.,+,.,ID=gene:TraesCS1B02G133200;biotype=protein_coding;gene_id=TraesCS1B02G133200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,168415889.0,168419069.0,.,+,.,ID=gene:TraesCS1B02G133300;biotype=protein_coding;gene_id=TraesCS1B02G133300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,168621413.0,168624515.0,.,+,.,ID=gene:TraesCS1B02G133400;biotype=protein_coding;gene_id=TraesCS1B02G133400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,169661789.0,169665926.0,.,-,.,ID=gene:TraesCS1B02G134000;biotype=protein_coding;gene_id=TraesCS1B02G134000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,170514100.0,170516457.0,.,-,.,ID=gene:TraesCS1B02G134200;biotype=protein_coding;gene_id=TraesCS1B02G134200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,170569666.0,170576430.0,.,-,.,ID=gene:TraesCS1B02G134300;biotype=protein_coding;gene_id=TraesCS1B02G134300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,171129123.0,171132600.0,.,+,.,ID=gene:TraesCS1B02G134600;biotype=protein_coding;gene_id=TraesCS1B02G134600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,171408774.0,171412029.0,.,-,.,ID=gene:TraesCS1B02G134900;biotype=protein_coding;gene_id=TraesCS1B02G134900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,171617098.0,171620625.0,.,+,.,ID=gene:TraesCS1B02G135000;biotype=protein_coding;description=mRNA cap guanine-N7 methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:W5AC27];gene_id=TraesCS1B02G135000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,172378223.0,172381659.0,.,+,.,ID=gene:TraesCS1B02G135400;biotype=protein_coding;gene_id=TraesCS1B02G135400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,172944206.0,172947575.0,.,+,.,ID=gene:TraesCS1B02G135700;biotype=protein_coding;gene_id=TraesCS1B02G135700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,173121735.0,173122646.0,.,-,.,ID=gene:TraesCS1B02G135800;biotype=protein_coding;gene_id=TraesCS1B02G135800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,173129068.0,173133167.0,.,-,.,ID=gene:TraesCS1B02G135900;biotype=protein_coding;gene_id=TraesCS1B02G135900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,173972083.0,173978186.0,.,-,.,ID=gene:TraesCS1B02G136200;biotype=protein_coding;description=Cellulose synthase [Source:UniProtKB/TrEMBL%3BAcc:W5A9G0];gene_id=TraesCS1B02G136200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174598576.0,174601773.0,.,-,.,ID=gene:TraesCS1B02G136500;biotype=protein_coding;gene_id=TraesCS1B02G136500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174601894.0,174604413.0,.,+,.,ID=gene:TraesCS1B02G136600;biotype=protein_coding;gene_id=TraesCS1B02G136600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174642890.0,174644737.0,.,-,.,ID=gene:TraesCS1B02G136700;biotype=protein_coding;gene_id=TraesCS1B02G136700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174762913.0,174763613.0,.,-,.,ID=gene:TraesCS1B02G136800;biotype=protein_coding;gene_id=TraesCS1B02G136800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174783888.0,174784265.0,.,-,.,ID=gene:TraesCS1B02G136900;biotype=protein_coding;gene_id=TraesCS1B02G136900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,175275239.0,175275997.0,.,-,.,ID=gene:TraesCS1B02G137200;biotype=protein_coding;gene_id=TraesCS1B02G137200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,175415295.0,175421481.0,.,-,.,ID=gene:TraesCS1B02G137300;biotype=protein_coding;gene_id=TraesCS1B02G137300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,175428009.0,175429799.0,.,-,.,ID=gene:TraesCS1B02G137400;biotype=protein_coding;gene_id=TraesCS1B02G137400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,176996762.0,176998479.0,.,-,.,ID=gene:TraesCS1B02G137900;biotype=protein_coding;gene_id=TraesCS1B02G137900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,176999663.0,177002175.0,.,-,.,ID=gene:TraesCS1B02G138000;biotype=protein_coding;description=Serine/threonine protein phosphatase 2A regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SLD6];gene_id=TraesCS1B02G138000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,177835833.0,177838463.0,.,-,.,ID=gene:TraesCS1B02G138100;biotype=protein_coding;description=Auxin-responsive protein [Source:UniProtKB/TrEMBL%3BAcc:W4ZYX4];gene_id=TraesCS1B02G138100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,178095203.0,178098926.0,.,+,.,ID=gene:TraesCS1B02G138200;biotype=protein_coding;gene_id=TraesCS1B02G138200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,178510837.0,178515016.0,.,+,.,ID=gene:TraesCS1B02G138300;biotype=protein_coding;gene_id=TraesCS1B02G138300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,179629228.0,179631344.0,.,-,.,ID=gene:TraesCS1B02G138600;biotype=protein_coding;gene_id=TraesCS1B02G138600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,180405800.0,180407659.0,.,+,.,ID=gene:TraesCS1B02G138700;biotype=protein_coding;gene_id=TraesCS1B02G138700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,180683827.0,180687356.0,.,-,.,ID=gene:TraesCS1B02G138900;biotype=protein_coding;gene_id=TraesCS1B02G138900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,181216469.0,181218578.0,.,-,.,ID=gene:TraesCS1B02G139000;biotype=protein_coding;gene_id=TraesCS1B02G139000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,181313673.0,181321420.0,.,-,.,ID=gene:TraesCS1B02G139100;biotype=protein_coding;gene_id=TraesCS1B02G139100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,182197868.0,182199309.0,.,-,.,ID=gene:TraesCS1B02G139200;biotype=protein_coding;gene_id=TraesCS1B02G139200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,183257860.0,183268771.0,.,+,.,ID=gene:TraesCS1B02G139400;biotype=protein_coding;gene_id=TraesCS1B02G139400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,183479076.0,183484606.0,.,+,.,ID=gene:TraesCS1B02G139500;biotype=protein_coding;gene_id=TraesCS1B02G139500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,183870083.0,183878505.0,.,+,.,ID=gene:TraesCS1B02G139600;biotype=protein_coding;gene_id=TraesCS1B02G139600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,184741901.0,184742726.0,.,+,.,ID=gene:TraesCS1B02G139900;biotype=protein_coding;gene_id=TraesCS1B02G139900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,185222189.0,185224535.0,.,-,.,ID=gene:TraesCS1B02G140100;biotype=protein_coding;gene_id=TraesCS1B02G140100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,185224644.0,185227858.0,.,-,.,ID=gene:TraesCS1B02G140200;biotype=protein_coding;description=Hypoxanthine phosphoribosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A341NZ09];gene_id=TraesCS1B02G140200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,185548114.0,185553877.0,.,+,.,ID=gene:TraesCS1B02G140300;biotype=protein_coding;gene_id=TraesCS1B02G140300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,186459171.0,186464924.0,.,+,.,ID=gene:TraesCS1B02G140400;biotype=protein_coding;description=FACT complex subunit SSRP1 [Source:UniProtKB/TrEMBL%3BAcc:W5A850];gene_id=TraesCS1B02G140400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,186796382.0,186802610.0,.,+,.,ID=gene:TraesCS1B02G140700;biotype=protein_coding;gene_id=TraesCS1B02G140700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,187203461.0,187211218.0,.,+,.,ID=gene:TraesCS1B02G140800;biotype=protein_coding;gene_id=TraesCS1B02G140800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,187700167.0,187715645.0,.,-,.,ID=gene:TraesCS1B02G140900;biotype=protein_coding;description=Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A341NZ22];gene_id=TraesCS1B02G140900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,188262417.0,188265318.0,.,-,.,ID=gene:TraesCS1B02G141200;biotype=protein_coding;gene_id=TraesCS1B02G141200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,188445110.0,188465588.0,.,+,.,ID=gene:TraesCS1B02G141300;biotype=protein_coding;gene_id=TraesCS1B02G141300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,188790332.0,188794125.0,.,+,.,ID=gene:TraesCS1B02G141400;biotype=protein_coding;description=Actin binding protein family [Source:Projected from Arabidopsis thaliana (AT1G52080) UniProtKB/TrEMBL%3BAcc:Q9SAU9];gene_id=TraesCS1B02G141400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,189321919.0,189326794.0,.,-,.,ID=gene:TraesCS1B02G141700;biotype=protein_coding;description=Malic enzyme [Source:UniProtKB/TrEMBL%3BAcc:A0A341PAE7];gene_id=TraesCS1B02G141700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,189703332.0,189706194.0,.,+,.,ID=gene:TraesCS1B02G141900;biotype=protein_coding;description=Proteasome subunit beta type [Source:UniProtKB/TrEMBL%3BAcc:W5A977];gene_id=TraesCS1B02G141900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,189715363.0,189719129.0,.,-,.,ID=gene:TraesCS1B02G142000;biotype=protein_coding;description=Phosphotransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SLB4];gene_id=TraesCS1B02G142000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,190882828.0,190887656.0,.,-,.,ID=gene:TraesCS1B02G142200;biotype=protein_coding;description=Derlin [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SMX9];gene_id=TraesCS1B02G142200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,191001738.0,191005720.0,.,+,.,ID=gene:TraesCS1B02G142300;biotype=protein_coding;description=SHAGGY-like kinase [Source:UniProtKB/TrEMBL%3BAcc:N0A047];gene_id=TraesCS1B02G142300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,191955186.0,191961480.0,.,+,.,ID=gene:TraesCS1B02G142400;biotype=protein_coding;gene_id=TraesCS1B02G142400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,192265435.0,192273780.0,.,+,.,ID=gene:TraesCS1B02G142600;biotype=protein_coding;gene_id=TraesCS1B02G142600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,192524951.0,192535633.0,.,+,.,ID=gene:TraesCS1B02G142800;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SK37];gene_id=TraesCS1B02G142800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,193003702.0,193004548.0,.,-,.,ID=gene:TraesCS1B02G143000;biotype=protein_coding;description=PRA1 family protein [Source:UniProtKB/TrEMBL%3BAcc:W5A9A7];gene_id=TraesCS1B02G143000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,193277475.0,193288101.0,.,+,.,ID=gene:TraesCS1B02G143100;biotype=protein_coding;gene_id=TraesCS1B02G143100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,194784454.0,194793654.0,.,+,.,ID=gene:TraesCS1B02G143400;biotype=protein_coding;description=Probable tRNA N6-adenosine threonylcarbamoyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A341NZ59];gene_id=TraesCS1B02G143400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,195102203.0,195102701.0,.,-,.,ID=gene:TraesCS1B02G143600;biotype=protein_coding;gene_id=TraesCS1B02G143600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,195373939.0,195382825.0,.,-,.,ID=gene:TraesCS1B02G143700;biotype=protein_coding;gene_id=TraesCS1B02G143700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,195552668.0,195560543.0,.,+,.,ID=gene:TraesCS1B02G143800;biotype=protein_coding;gene_id=TraesCS1B02G143800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,195590716.0,195596372.0,.,-,.,ID=gene:TraesCS1B02G144000;biotype=protein_coding;description=O-acyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SJQ7];gene_id=TraesCS1B02G144000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,196140568.0,196143123.0,.,+,.,ID=gene:TraesCS1B02G144300;biotype=protein_coding;gene_id=TraesCS1B02G144300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,196461659.0,196465195.0,.,-,.,ID=gene:TraesCS1B02G144500;biotype=protein_coding;gene_id=TraesCS1B02G144500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,196872440.0,196882775.0,.,+,.,ID=gene:TraesCS1B02G144600;biotype=protein_coding;description=Hexosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:W5A950];gene_id=TraesCS1B02G144600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,197427921.0,197429504.0,.,+,.,ID=gene:TraesCS1B02G144700;biotype=protein_coding;gene_id=TraesCS1B02G144700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,198638064.0,198642372.0,.,+,.,ID=gene:TraesCS1B02G145200;biotype=protein_coding;description=N-alpha-acetyltransferase MAK3 [Source:Projected from Arabidopsis thaliana (AT2G38130) UniProtKB/Swiss-Prot%3BAcc:O80438];gene_id=TraesCS1B02G145200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,198642609.0,198645521.0,.,-,.,ID=gene:TraesCS1B02G145300;biotype=protein_coding;gene_id=TraesCS1B02G145300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,199570306.0,199576105.0,.,+,.,ID=gene:TraesCS1B02G145500;biotype=protein_coding;description=alpha-1%2C2-Mannosidase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SIZ8];gene_id=TraesCS1B02G145500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,199662829.0,199666423.0,.,-,.,ID=gene:TraesCS1B02G145600;biotype=protein_coding;gene_id=TraesCS1B02G145600;logic_name=iwgsc_high_conf
