seqid,source,type,start,end,score,strand,phase,attributes
2B,IWGSC,gene,731460182.0,731462978.0,.,-,.,ID=gene:TraesCS2B02G535500;biotype=protein_coding;gene_id=TraesCS2B02G535500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,734854651.0,734857116.0,.,+,.,ID=gene:TraesCS2B02G539700;biotype=protein_coding;gene_id=TraesCS2B02G539700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,747854621.0,747855307.0,.,-,.,ID=gene:TraesCS2B02G551800;biotype=protein_coding;gene_id=TraesCS2B02G551800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,754920037.0,754927066.0,.,+,.,ID=gene:TraesCS2B02G562700;biotype=protein_coding;gene_id=TraesCS2B02G562700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,761846173.0,761847997.0,.,+,.,ID=gene:TraesCS2B02G571300;biotype=protein_coding;description=Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5TX12];gene_id=TraesCS2B02G571300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,765047756.0,765052101.0,.,+,.,ID=gene:TraesCS2B02G575800;biotype=protein_coding;gene_id=TraesCS2B02G575800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,769032513.0,769041366.0,.,-,.,ID=gene:TraesCS2B02G581300;biotype=protein_coding;gene_id=TraesCS2B02G581300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,771184907.0,771188118.0,.,+,.,ID=gene:TraesCS2B02G584000;biotype=protein_coding;gene_id=TraesCS2B02G584000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,777113595.0,777119391.0,.,-,.,ID=gene:TraesCS2B02G591700;biotype=protein_coding;gene_id=TraesCS2B02G591700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,777962969.0,777964575.0,.,-,.,ID=gene:TraesCS2B02G593200;biotype=protein_coding;gene_id=TraesCS2B02G593200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,778845348.0,778849394.0,.,+,.,ID=gene:TraesCS2B02G594100;biotype=protein_coding;gene_id=TraesCS2B02G594100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,787745806.0,787758101.0,.,+,.,ID=gene:TraesCS2B02G606700;biotype=protein_coding;gene_id=TraesCS2B02G606700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793577867.0,793581591.0,.,-,.,ID=gene:TraesCS2B02G616200;biotype=protein_coding;gene_id=TraesCS2B02G616200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793582054.0,793585867.0,.,-,.,ID=gene:TraesCS2B02G616300;biotype=protein_coding;description=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5U1A0];gene_id=TraesCS2B02G616300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793801688.0,793804381.0,.,+,.,ID=gene:TraesCS2B02G617000;biotype=protein_coding;description=Rab18s [Source:UniProtKB/TrEMBL%3BAcc:A0A0C4BJ10];gene_id=TraesCS2B02G617000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794049061.0,794052377.0,.,-,.,ID=gene:TraesCS2B02G617600;biotype=protein_coding;description=Probable magnesium transporter [Source:UniProtKB/TrEMBL%3BAcc:A0A341R0G9];gene_id=TraesCS2B02G617600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794424747.0,794429463.0,.,-,.,ID=gene:TraesCS2B02G618100;biotype=protein_coding;gene_id=TraesCS2B02G618100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794483250.0,794488425.0,.,+,.,ID=gene:TraesCS2B02G618300;biotype=protein_coding;gene_id=TraesCS2B02G618300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794500736.0,794504405.0,.,-,.,ID=gene:TraesCS2B02G618500;biotype=protein_coding;gene_id=TraesCS2B02G618500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794560663.0,794565529.0,.,-,.,ID=gene:TraesCS2B02G618700;biotype=protein_coding;gene_id=TraesCS2B02G618700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794886058.0,794888478.0,.,+,.,ID=gene:TraesCS2B02G619900;biotype=protein_coding;gene_id=TraesCS2B02G619900;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795065294.0,795072037.0,.,-,.,ID=gene:TraesCS2B02G621000;biotype=protein_coding;gene_id=TraesCS2B02G621000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795240639.0,795267859.0,.,-,.,ID=gene:TraesCS2B02G621100;biotype=protein_coding;gene_id=TraesCS2B02G621100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795424532.0,795426883.0,.,-,.,ID=gene:TraesCS2B02G621300;biotype=protein_coding;gene_id=TraesCS2B02G621300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,798578291.0,798583449.0,.,+,.,ID=gene:TraesCS2B02G626000;biotype=protein_coding;gene_id=TraesCS2B02G626000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,798742785.0,798746188.0,.,-,.,ID=gene:TraesCS2B02G626700;biotype=protein_coding;gene_id=TraesCS2B02G626700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,2547521.0,2551068.0,.,+,.,ID=gene:TraesCS2D02G004600;biotype=protein_coding;gene_id=TraesCS2D02G004600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,2676802.0,2680722.0,.,-,.,ID=gene:TraesCS2D02G004900;biotype=protein_coding;gene_id=TraesCS2D02G004900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,3033744.0,3035806.0,.,-,.,ID=gene:TraesCS2D02G006500;biotype=protein_coding;gene_id=TraesCS2D02G006500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,8888644.0,8891402.0,.,+,.,ID=gene:TraesCS2D02G018800;biotype=protein_coding;gene_id=TraesCS2D02G018800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,9573780.0,9576786.0,.,+,.,ID=gene:TraesCS2D02G019800;biotype=protein_coding;gene_id=TraesCS2D02G019800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,10070628.0,10072312.0,.,+,.,ID=gene:TraesCS2D02G021900;biotype=protein_coding;gene_id=TraesCS2D02G021900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,12882405.0,12885584.0,.,-,.,ID=gene:TraesCS2D02G033200;biotype=protein_coding;gene_id=TraesCS2D02G033200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,13539902.0,13546782.0,.,-,.,ID=gene:TraesCS2D02G035500;biotype=protein_coding;gene_id=TraesCS2D02G035500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,13675733.0,13677512.0,.,+,.,ID=gene:TraesCS2D02G036100;biotype=protein_coding;gene_id=TraesCS2D02G036100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,14929327.0,14934730.0,.,+,.,ID=gene:TraesCS2D02G041600;biotype=protein_coding;gene_id=TraesCS2D02G041600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,15027234.0,15031924.0,.,-,.,ID=gene:TraesCS2D02G042100;biotype=protein_coding;gene_id=TraesCS2D02G042100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,15112904.0,15116874.0,.,+,.,ID=gene:TraesCS2D02G042200;biotype=protein_coding;gene_id=TraesCS2D02G042200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,17024826.0,17025262.0,.,-,.,ID=gene:TraesCS2D02G046600;biotype=protein_coding;gene_id=TraesCS2D02G046600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,22428544.0,22433963.0,.,-,.,ID=gene:TraesCS2D02G056000;biotype=protein_coding;gene_id=TraesCS2D02G056000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,22463890.0,22469262.0,.,+,.,ID=gene:TraesCS2D02G056200;biotype=protein_coding;gene_id=TraesCS2D02G056200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,44468558.0,44470302.0,.,-,.,ID=gene:TraesCS2D02G093100;biotype=protein_coding;description=Hexosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5V0S1];gene_id=TraesCS2D02G093100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,60133692.0,60136690.0,.,-,.,ID=gene:TraesCS2D02G108400;biotype=protein_coding;gene_id=TraesCS2D02G108400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,79692600.0,79701662.0,.,-,.,ID=gene:TraesCS2D02G135600;biotype=protein_coding;gene_id=TraesCS2D02G135600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,80657217.0,80659284.0,.,+,.,ID=gene:TraesCS2D02G136900;biotype=protein_coding;gene_id=TraesCS2D02G136900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,81384995.0,81388897.0,.,-,.,ID=gene:TraesCS2D02G138400;biotype=protein_coding;gene_id=TraesCS2D02G138400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,164284742.0,164287014.0,.,+,.,ID=gene:TraesCS2D02G208900;biotype=protein_coding;gene_id=TraesCS2D02G208900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,190111234.0,190116730.0,.,-,.,ID=gene:TraesCS2D02G223100;biotype=protein_coding;gene_id=TraesCS2D02G223100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,190351033.0,190352636.0,.,-,.,ID=gene:TraesCS2D02G223300;biotype=protein_coding;gene_id=TraesCS2D02G223300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,433666403.0,433668362.0,.,-,.,ID=gene:TraesCS2D02G339600;biotype=protein_coding;gene_id=TraesCS2D02G339600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,524320443.0,524334300.0,.,+,.,ID=gene:TraesCS2D02G409600;biotype=protein_coding;gene_id=TraesCS2D02G409600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,533834038.0,533837015.0,.,+,.,ID=gene:TraesCS2D02G419700;biotype=protein_coding;gene_id=TraesCS2D02G419700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,556224050.0,556225006.0,.,-,.,ID=gene:TraesCS2D02G445800;biotype=protein_coding;gene_id=TraesCS2D02G445800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,580970677.0,580973556.0,.,+,.,ID=gene:TraesCS2D02G480100;biotype=protein_coding;gene_id=TraesCS2D02G480100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,581523421.0,581526532.0,.,+,.,ID=gene:TraesCS2D02G480200;biotype=protein_coding;gene_id=TraesCS2D02G480200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,586151503.0,586154707.0,.,+,.,ID=gene:TraesCS2D02G485400;biotype=protein_coding;gene_id=TraesCS2D02G485400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,592618725.0,592622863.0,.,-,.,ID=gene:TraesCS2D02G495900;biotype=protein_coding;gene_id=TraesCS2D02G495900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,601244733.0,601247388.0,.,-,.,ID=gene:TraesCS2D02G507900;biotype=protein_coding;gene_id=TraesCS2D02G507900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,601262364.0,601263995.0,.,-,.,ID=gene:TraesCS2D02G508200;biotype=protein_coding;description=3-ketoacyl-CoA synthase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UK51];gene_id=TraesCS2D02G508200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,608481749.0,608484334.0,.,+,.,ID=gene:TraesCS2D02G517700;biotype=protein_coding;gene_id=TraesCS2D02G517700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,611244388.0,611245963.0,.,+,.,ID=gene:TraesCS2D02G522800;biotype=protein_coding;gene_id=TraesCS2D02G522800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,611527172.0,611530514.0,.,-,.,ID=gene:TraesCS2D02G522900;biotype=protein_coding;gene_id=TraesCS2D02G522900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,617633476.0,617636538.0,.,+,.,ID=gene:TraesCS2D02G532300;biotype=protein_coding;gene_id=TraesCS2D02G532300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,617731227.0,617733186.0,.,+,.,ID=gene:TraesCS2D02G532400;biotype=protein_coding;gene_id=TraesCS2D02G532400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,618083760.0,618085136.0,.,+,.,ID=gene:TraesCS2D02G534000;biotype=protein_coding;gene_id=TraesCS2D02G534000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,618138520.0,618143248.0,.,-,.,ID=gene:TraesCS2D02G534400;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UH93];gene_id=TraesCS2D02G534400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,618901762.0,618905736.0,.,+,.,ID=gene:TraesCS2D02G536600;biotype=protein_coding;gene_id=TraesCS2D02G536600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,619732134.0,619734771.0,.,+,.,ID=gene:TraesCS2D02G539400;biotype=protein_coding;gene_id=TraesCS2D02G539400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,620193519.0,620194659.0,.,+,.,ID=gene:TraesCS2D02G540300;biotype=protein_coding;gene_id=TraesCS2D02G540300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,620198940.0,620199481.0,.,+,.,ID=gene:TraesCS2D02G540400;biotype=protein_coding;gene_id=TraesCS2D02G540400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,622841627.0,622846693.0,.,-,.,ID=gene:TraesCS2D02G546200;biotype=protein_coding;gene_id=TraesCS2D02G546200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,627361011.0,627361882.0,.,-,.,ID=gene:TraesCS2D02G552100;biotype=protein_coding;description=Putative vacuolar defense protein [Source:UniProtKB/TrEMBL%3BAcc:Q3BER7];gene_id=TraesCS2D02G552100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,629444034.0,629447766.0,.,-,.,ID=gene:TraesCS2D02G555400;biotype=protein_coding;gene_id=TraesCS2D02G555400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,629717132.0,629723011.0,.,+,.,ID=gene:TraesCS2D02G555900;biotype=protein_coding;gene_id=TraesCS2D02G555900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,634854788.0,634856525.0,.,-,.,ID=gene:TraesCS2D02G563900;biotype=protein_coding;gene_id=TraesCS2D02G563900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,637631395.0,637634237.0,.,-,.,ID=gene:TraesCS2D02G570900;biotype=protein_coding;gene_id=TraesCS2D02G570900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,649141071.0,649148234.0,.,+,.,ID=gene:TraesCS2D02G596000;biotype=protein_coding;description=Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UPG4];gene_id=TraesCS2D02G596000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,95678.0,97870.0,.,-,.,ID=gene:TraesCS3A02G000400;biotype=protein_coding;gene_id=TraesCS3A02G000400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,204727.0,208013.0,.,-,.,ID=gene:TraesCS3A02G000700;biotype=protein_coding;gene_id=TraesCS3A02G000700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,9730086.0,9746758.0,.,-,.,ID=gene:TraesCS3A02G013200;biotype=protein_coding;gene_id=TraesCS3A02G013200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,11023281.0,11028199.0,.,-,.,ID=gene:TraesCS3A02G017400;biotype=protein_coding;gene_id=TraesCS3A02G017400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,12996897.0,12999736.0,.,+,.,ID=gene:TraesCS3A02G023400;biotype=protein_coding;gene_id=TraesCS3A02G023400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,13079781.0,13083318.0,.,-,.,ID=gene:TraesCS3A02G024100;biotype=protein_coding;gene_id=TraesCS3A02G024100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,14764482.0,14766910.0,.,+,.,ID=gene:TraesCS3A02G027500;biotype=protein_coding;description=E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5VGN4];gene_id=TraesCS3A02G027500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,26040507.0,26042113.0,.,-,.,ID=gene:TraesCS3A02G049300;biotype=protein_coding;gene_id=TraesCS3A02G049300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,32425722.0,32428453.0,.,+,.,ID=gene:TraesCS3A02G056400;biotype=protein_coding;gene_id=TraesCS3A02G056400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,32639616.0,32642710.0,.,+,.,ID=gene:TraesCS3A02G056500;biotype=protein_coding;gene_id=TraesCS3A02G056500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,32700757.0,32706314.0,.,+,.,ID=gene:TraesCS3A02G056700;biotype=protein_coding;gene_id=TraesCS3A02G056700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,36381153.0,36385668.0,.,-,.,ID=gene:TraesCS3A02G060500;biotype=protein_coding;gene_id=TraesCS3A02G060500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,36920265.0,36922495.0,.,+,.,ID=gene:TraesCS3A02G061600;biotype=protein_coding;gene_id=TraesCS3A02G061600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,41616680.0,41619866.0,.,+,.,ID=gene:TraesCS3A02G069300;biotype=protein_coding;gene_id=TraesCS3A02G069300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,44550052.0,44552658.0,.,+,.,ID=gene:TraesCS3A02G072000;biotype=protein_coding;gene_id=TraesCS3A02G072000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,61308087.0,61309033.0,.,+,.,ID=gene:TraesCS3A02G095900;biotype=protein_coding;gene_id=TraesCS3A02G095900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,140003720.0,140014025.0,.,+,.,ID=gene:TraesCS3A02G151100;biotype=protein_coding;description=Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5VHR0];gene_id=TraesCS3A02G151100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,143533072.0,143535014.0,.,+,.,ID=gene:TraesCS3A02G153000;biotype=protein_coding;gene_id=TraesCS3A02G153000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,213256188.0,213259550.0,.,+,.,ID=gene:TraesCS3A02G183800;biotype=protein_coding;gene_id=TraesCS3A02G183800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,337497675.0,337499510.0,.,+,.,ID=gene:TraesCS3A02G201700;biotype=protein_coding;gene_id=TraesCS3A02G201700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,418754981.0,418759858.0,.,-,.,ID=gene:TraesCS3A02G223600;biotype=protein_coding;description=Polypyrimidine tract-binding protein homolog 2 [Source:Projected from Arabidopsis thaliana (AT5G53180) UniProtKB/Swiss-Prot%3BAcc:Q9FGL9];gene_id=TraesCS3A02G223600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,481878928.0,481882649.0,.,-,.,ID=gene:TraesCS3A02G259500;biotype=protein_coding;gene_id=TraesCS3A02G259500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,486221895.0,486223480.0,.,-,.,ID=gene:TraesCS3A02G263200;biotype=protein_coding;gene_id=TraesCS3A02G263200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,487444146.0,487447816.0,.,+,.,ID=gene:TraesCS3A02G263700;biotype=protein_coding;gene_id=TraesCS3A02G263700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,509548196.0,509550801.0,.,-,.,ID=gene:TraesCS3A02G280600;biotype=protein_coding;gene_id=TraesCS3A02G280600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,509997770.0,510005118.0,.,-,.,ID=gene:TraesCS3A02G281200;biotype=protein_coding;gene_id=TraesCS3A02G281200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,513604960.0,513610935.0,.,-,.,ID=gene:TraesCS3A02G284700;biotype=protein_coding;gene_id=TraesCS3A02G284700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,569890845.0,569892111.0,.,+,.,ID=gene:TraesCS3A02G325200;biotype=protein_coding;gene_id=TraesCS3A02G325200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,596485377.0,596486048.0,.,+,.,ID=gene:TraesCS3A02G347200;biotype=protein_coding;description=Histone H4 [Source:UniProtKB/TrEMBL%3BAcc:A0A077RYQ1];gene_id=TraesCS3A02G347200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,623605025.0,623606374.0,.,+,.,ID=gene:TraesCS3A02G373600;biotype=protein_coding;gene_id=TraesCS3A02G373600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,657230871.0,657235025.0,.,+,.,ID=gene:TraesCS3A02G413600;biotype=protein_coding;gene_id=TraesCS3A02G413600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,657922324.0,657928551.0,.,+,.,ID=gene:TraesCS3A02G414100;biotype=protein_coding;gene_id=TraesCS3A02G414100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,675853107.0,675858020.0,.,+,.,ID=gene:TraesCS3A02G433800;biotype=protein_coding;gene_id=TraesCS3A02G433800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,675859552.0,675870856.0,.,+,.,ID=gene:TraesCS3A02G433900;biotype=protein_coding;gene_id=TraesCS3A02G433900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,675873924.0,675878906.0,.,+,.,ID=gene:TraesCS3A02G434000;biotype=protein_coding;gene_id=TraesCS3A02G434000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,701885233.0,701893466.0,.,-,.,ID=gene:TraesCS3A02G469400;biotype=protein_coding;gene_id=TraesCS3A02G469400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,719931689.0,719937693.0,.,+,.,ID=gene:TraesCS3A02G493500;biotype=protein_coding;gene_id=TraesCS3A02G493500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,732042210.0,732045097.0,.,-,.,ID=gene:TraesCS3A02G512400;biotype=protein_coding;gene_id=TraesCS3A02G512400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,734838436.0,734843412.0,.,+,.,ID=gene:TraesCS3A02G517800;biotype=protein_coding;description=Diphosphomevalonate decarboxylase [Source:UniProtKB/TrEMBL%3BAcc:A0A341SA89];gene_id=TraesCS3A02G517800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,742437032.0,742439296.0,.,-,.,ID=gene:TraesCS3A02G528400;biotype=protein_coding;description=Pentatricopeptide repeat-containing protein At4g39530 [Source:Projected from Arabidopsis thaliana (AT4G39530) UniProtKB/Swiss-Prot%3BAcc:Q9SVA5];gene_id=TraesCS3A02G528400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,746177694.0,746179200.0,.,-,.,ID=gene:TraesCS3A02G533700;biotype=protein_coding;gene_id=TraesCS3A02G533700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,746633408.0,746634658.0,.,-,.,ID=gene:TraesCS3A02G535100;biotype=protein_coding;description=MYB13 transcription factor [Source:UniProtKB/TrEMBL%3BAcc:S4V9N0];gene_id=TraesCS3A02G535100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,748849147.0,748851940.0,.,+,.,ID=gene:TraesCS3A02G536900;biotype=protein_coding;gene_id=TraesCS3A02G536900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2484567.0,2488204.0,.,+,.,ID=gene:TraesCS3B02G004200;biotype=protein_coding;gene_id=TraesCS3B02G004200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2511286.0,2514918.0,.,+,.,ID=gene:TraesCS3B02G004600;biotype=protein_coding;gene_id=TraesCS3B02G004600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3268840.0,3271894.0,.,+,.,ID=gene:TraesCS3B02G006100;biotype=protein_coding;description=3-isopropylmalate dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:A0A077RNY6];gene_id=TraesCS3B02G006100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3601450.0,3607208.0,.,+,.,ID=gene:TraesCS3B02G006700;biotype=protein_coding;gene_id=TraesCS3B02G006700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3665420.0,3667378.0,.,-,.,ID=gene:TraesCS3B02G007200;biotype=protein_coding;gene_id=TraesCS3B02G007200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3893594.0,3896553.0,.,+,.,ID=gene:TraesCS3B02G007600;biotype=protein_coding;gene_id=TraesCS3B02G007600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,3910602.0,3912257.0,.,-,.,ID=gene:TraesCS3B02G007900;biotype=protein_coding;gene_id=TraesCS3B02G007900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5321732.0,5323640.0,.,-,.,ID=gene:TraesCS3B02G011900;biotype=protein_coding;gene_id=TraesCS3B02G011900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5889980.0,5893990.0,.,-,.,ID=gene:TraesCS3B02G013000;biotype=protein_coding;gene_id=TraesCS3B02G013000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,9879823.0,9881393.0,.,+,.,ID=gene:TraesCS3B02G022600;biotype=protein_coding;gene_id=TraesCS3B02G022600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,10045662.0,10048767.0,.,+,.,ID=gene:TraesCS3B02G023400;biotype=protein_coding;gene_id=TraesCS3B02G023400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,10231065.0,10234756.0,.,+,.,ID=gene:TraesCS3B02G023900;biotype=protein_coding;gene_id=TraesCS3B02G023900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,13744964.0,13749320.0,.,+,.,ID=gene:TraesCS3B02G029900;biotype=protein_coding;gene_id=TraesCS3B02G029900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,13961374.0,13964727.0,.,-,.,ID=gene:TraesCS3B02G030500;biotype=protein_coding;gene_id=TraesCS3B02G030500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,16692513.0,16694199.0,.,+,.,ID=gene:TraesCS3B02G034700;biotype=protein_coding;gene_id=TraesCS3B02G034700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,29614087.0,29629692.0,.,+,.,ID=gene:TraesCS3B02G056100;biotype=protein_coding;gene_id=TraesCS3B02G056100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,40183582.0,40185532.0,.,-,.,ID=gene:TraesCS3B02G067600;biotype=protein_coding;gene_id=TraesCS3B02G067600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,41667931.0,41669877.0,.,-,.,ID=gene:TraesCS3B02G069800;biotype=protein_coding;gene_id=TraesCS3B02G069800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,43525406.0,43527816.0,.,-,.,ID=gene:TraesCS3B02G072100;biotype=protein_coding;gene_id=TraesCS3B02G072100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,43735144.0,43735356.0,.,-,.,ID=gene:TraesCS3B02G072400;biotype=protein_coding;gene_id=TraesCS3B02G072400;logic_name=iwgsc_high_conf
3B,IWGSC,gene,43819109.0,43820563.0,.,+,.,ID=gene:TraesCS3B02G072600;biotype=protein_coding;gene_id=TraesCS3B02G072600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,59323811.0,59324218.0,.,+,.,ID=gene:TraesCS3B02G089900;biotype=protein_coding;description=Histone H2B [Source:UniProtKB/TrEMBL%3BAcc:A0A077RU09];gene_id=TraesCS3B02G089900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,66712696.0,66714756.0,.,-,.,ID=gene:TraesCS3B02G100000;biotype=protein_coding;gene_id=TraesCS3B02G100000;logic_name=iwgsc_high_conf
