seqid,source,type,start,end,score,strand,phase,attributes
1B,IWGSC,gene,129551660.0,129553416.0,.,-,.,ID=gene:TraesCS1B02G111600;biotype=protein_coding;gene_id=TraesCS1B02G111600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,129998526.0,130000223.0,.,+,.,ID=gene:TraesCS1B02G111700;biotype=protein_coding;gene_id=TraesCS1B02G111700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,130009790.0,130011412.0,.,+,.,ID=gene:TraesCS1B02G111900;biotype=protein_coding;gene_id=TraesCS1B02G111900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,130018645.0,130021143.0,.,-,.,ID=gene:TraesCS1B02G112000;biotype=protein_coding;gene_id=TraesCS1B02G112000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,130350121.0,130356439.0,.,-,.,ID=gene:TraesCS1B02G112200;biotype=protein_coding;gene_id=TraesCS1B02G112200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,130359373.0,130361600.0,.,+,.,ID=gene:TraesCS1B02G112300;biotype=protein_coding;gene_id=TraesCS1B02G112300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,130636812.0,130643984.0,.,-,.,ID=gene:TraesCS1B02G112700;biotype=protein_coding;gene_id=TraesCS1B02G112700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,132057489.0,132071581.0,.,+,.,ID=gene:TraesCS1B02G113300;biotype=protein_coding;gene_id=TraesCS1B02G113300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,132933636.0,132937975.0,.,+,.,ID=gene:TraesCS1B02G113400;biotype=protein_coding;gene_id=TraesCS1B02G113400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,133075570.0,133076678.0,.,+,.,ID=gene:TraesCS1B02G113700;biotype=protein_coding;gene_id=TraesCS1B02G113700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,133105979.0,133107272.0,.,+,.,ID=gene:TraesCS1B02G113800;biotype=protein_coding;gene_id=TraesCS1B02G113800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,133125173.0,133128733.0,.,-,.,ID=gene:TraesCS1B02G114100;biotype=protein_coding;gene_id=TraesCS1B02G114100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,134429873.0,134437923.0,.,+,.,ID=gene:TraesCS1B02G114700;biotype=protein_coding;gene_id=TraesCS1B02G114700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,135932883.0,135939885.0,.,-,.,ID=gene:TraesCS1B02G115400;biotype=protein_coding;gene_id=TraesCS1B02G115400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,135940094.0,135958683.0,.,+,.,ID=gene:TraesCS1B02G115500;biotype=protein_coding;gene_id=TraesCS1B02G115500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,136167712.0,136169611.0,.,+,.,ID=gene:TraesCS1B02G115800;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W5AB29];gene_id=TraesCS1B02G115800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,136312347.0,136314149.0,.,+,.,ID=gene:TraesCS1B02G115900;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W5AB05];gene_id=TraesCS1B02G115900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,136647720.0,136652235.0,.,-,.,ID=gene:TraesCS1B02G116100;biotype=protein_coding;description=Elongator protein 2 [Source:Projected from Arabidopsis thaliana (AT1G49540) UniProtKB/TrEMBL%3BAcc:F4I1S8];gene_id=TraesCS1B02G116100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,136909535.0,136914801.0,.,-,.,ID=gene:TraesCS1B02G116200;biotype=protein_coding;gene_id=TraesCS1B02G116200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137123191.0,137131349.0,.,+,.,ID=gene:TraesCS1B02G116700;biotype=protein_coding;gene_id=TraesCS1B02G116700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137177699.0,137180197.0,.,+,.,ID=gene:TraesCS1B02G117000;biotype=protein_coding;gene_id=TraesCS1B02G117000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137445194.0,137448305.0,.,+,.,ID=gene:TraesCS1B02G117200;biotype=protein_coding;gene_id=TraesCS1B02G117200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137452919.0,137454174.0,.,-,.,ID=gene:TraesCS1B02G117400;biotype=protein_coding;gene_id=TraesCS1B02G117400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137555536.0,137556462.0,.,+,.,ID=gene:TraesCS1B02G117500;biotype=protein_coding;gene_id=TraesCS1B02G117500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137624563.0,137626835.0,.,+,.,ID=gene:TraesCS1B02G117800;biotype=protein_coding;gene_id=TraesCS1B02G117800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137632328.0,137638708.0,.,-,.,ID=gene:TraesCS1B02G117900;biotype=protein_coding;gene_id=TraesCS1B02G117900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137645287.0,137652329.0,.,-,.,ID=gene:TraesCS1B02G118000;biotype=protein_coding;gene_id=TraesCS1B02G118000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,137871145.0,137871792.0,.,+,.,ID=gene:TraesCS1B02G118100;biotype=protein_coding;gene_id=TraesCS1B02G118100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,138036725.0,138042575.0,.,+,.,ID=gene:TraesCS1B02G118200;biotype=protein_coding;gene_id=TraesCS1B02G118200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,138571156.0,138582976.0,.,+,.,ID=gene:TraesCS1B02G118300;biotype=protein_coding;description=AtAPC7 [Source:Projected from Arabidopsis thaliana (AT2G39090) UniProtKB/TrEMBL%3BAcc:A0A178VSZ9];gene_id=TraesCS1B02G118300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,139069415.0,139073132.0,.,-,.,ID=gene:TraesCS1B02G118400;biotype=protein_coding;description=Pyridoxal phosphate homeostasis protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SM55];gene_id=TraesCS1B02G118400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,139658907.0,139669035.0,.,+,.,ID=gene:TraesCS1B02G118900;biotype=protein_coding;description=Chromatin-remodeling complex ATPase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P9J0];gene_id=TraesCS1B02G118900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,139670889.0,139674918.0,.,-,.,ID=gene:TraesCS1B02G119000;biotype=protein_coding;gene_id=TraesCS1B02G119000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,140295644.0,140300604.0,.,-,.,ID=gene:TraesCS1B02G119100;biotype=protein_coding;gene_id=TraesCS1B02G119100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,141110378.0,141124087.0,.,-,.,ID=gene:TraesCS1B02G119200;biotype=protein_coding;description=ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P9J5];gene_id=TraesCS1B02G119200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,141283445.0,141296283.0,.,+,.,ID=gene:TraesCS1B02G119300;biotype=protein_coding;gene_id=TraesCS1B02G119300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,142131493.0,142132793.0,.,-,.,ID=gene:TraesCS1B02G120000;biotype=protein_coding;gene_id=TraesCS1B02G120000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,142296454.0,142298983.0,.,+,.,ID=gene:TraesCS1B02G120300;biotype=protein_coding;gene_id=TraesCS1B02G120300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,142522456.0,142524881.0,.,-,.,ID=gene:TraesCS1B02G120600;biotype=protein_coding;description=40S ribosomal protein S4 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SLI4];gene_id=TraesCS1B02G120600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,143040853.0,143057830.0,.,-,.,ID=gene:TraesCS1B02G120900;biotype=protein_coding;gene_id=TraesCS1B02G120900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,143053062.0,143053666.0,.,-,.,ID=gene:TraesCS1B02G121000;biotype=protein_coding;gene_id=TraesCS1B02G121000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,143054921.0,143056823.0,.,-,.,ID=gene:TraesCS1B02G121100;biotype=protein_coding;gene_id=TraesCS1B02G121100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,144122268.0,144126103.0,.,-,.,ID=gene:TraesCS1B02G121500;biotype=protein_coding;gene_id=TraesCS1B02G121500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,144925967.0,144932226.0,.,+,.,ID=gene:TraesCS1B02G121600;biotype=protein_coding;gene_id=TraesCS1B02G121600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,145348923.0,145350465.0,.,+,.,ID=gene:TraesCS1B02G121700;biotype=protein_coding;gene_id=TraesCS1B02G121700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,145452862.0,145458006.0,.,-,.,ID=gene:TraesCS1B02G122000;biotype=protein_coding;gene_id=TraesCS1B02G122000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,145718064.0,145720548.0,.,+,.,ID=gene:TraesCS1B02G122100;biotype=protein_coding;gene_id=TraesCS1B02G122100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,145727719.0,145729109.0,.,-,.,ID=gene:TraesCS1B02G122200;biotype=protein_coding;gene_id=TraesCS1B02G122200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,146790829.0,146797873.0,.,+,.,ID=gene:TraesCS1B02G122300;biotype=protein_coding;description=Gelsolin family protein [Source: Projected from Oryza sativa (Os05g0153000)];gene_id=TraesCS1B02G122300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,146950311.0,146963727.0,.,-,.,ID=gene:TraesCS1B02G122400;biotype=protein_coding;gene_id=TraesCS1B02G122400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148413936.0,148416442.0,.,-,.,ID=gene:TraesCS1B02G122800;biotype=protein_coding;description=Phenylalanine ammonia-lyase [Source:UniProtKB/TrEMBL%3BAcc:W5A9P3];gene_id=TraesCS1B02G122800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148434747.0,148442422.0,.,-,.,ID=gene:TraesCS1B02G123000;biotype=protein_coding;description=Gamma-tubulin complex component [Source:UniProtKB/TrEMBL%3BAcc:A0A341P0E2];gene_id=TraesCS1B02G123000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148471521.0,148478280.0,.,-,.,ID=gene:TraesCS1B02G123100;biotype=protein_coding;gene_id=TraesCS1B02G123100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,148891527.0,148900176.0,.,+,.,ID=gene:TraesCS1B02G123200;biotype=protein_coding;description=Kinesin-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6REV6];gene_id=TraesCS1B02G123200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,149601252.0,149613588.0,.,-,.,ID=gene:TraesCS1B02G123400;biotype=protein_coding;gene_id=TraesCS1B02G123400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150358691.0,150370301.0,.,+,.,ID=gene:TraesCS1B02G123600;biotype=protein_coding;description=DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL%3BAcc:W5AAU4];gene_id=TraesCS1B02G123600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150538634.0,150541781.0,.,+,.,ID=gene:TraesCS1B02G123900;biotype=protein_coding;gene_id=TraesCS1B02G123900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150662353.0,150664371.0,.,+,.,ID=gene:TraesCS1B02G124100;biotype=protein_coding;gene_id=TraesCS1B02G124100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,150664578.0,150667762.0,.,-,.,ID=gene:TraesCS1B02G124200;biotype=protein_coding;gene_id=TraesCS1B02G124200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151081125.0,151096483.0,.,-,.,ID=gene:TraesCS1B02G124700;biotype=protein_coding;gene_id=TraesCS1B02G124700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151461222.0,151466479.0,.,-,.,ID=gene:TraesCS1B02G124800;biotype=protein_coding;description=Tubulin gamma chain [Source:UniProtKB/TrEMBL%3BAcc:W5A8H0];gene_id=TraesCS1B02G124800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151467835.0,151473827.0,.,-,.,ID=gene:TraesCS1B02G124900;biotype=protein_coding;description=Dihydrolipoyl dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P9S9];gene_id=TraesCS1B02G124900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,151840049.0,151847883.0,.,-,.,ID=gene:TraesCS1B02G125100;biotype=protein_coding;description=DnaJ protein ERDJ3B [Source:Projected from Arabidopsis thaliana (AT3G62600) UniProtKB/Swiss-Prot%3BAcc:Q9LZK5];gene_id=TraesCS1B02G125100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,152522293.0,152524911.0,.,-,.,ID=gene:TraesCS1B02G125400;biotype=protein_coding;gene_id=TraesCS1B02G125400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154153640.0,154157714.0,.,+,.,ID=gene:TraesCS1B02G126100;biotype=protein_coding;description=Protein disulfide isomerase family protein 4-1 [Source:UniProtKB/TrEMBL%3BAcc:D8L9B3];gene_id=TraesCS1B02G126100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154157990.0,154161958.0,.,-,.,ID=gene:TraesCS1B02G126200;biotype=protein_coding;gene_id=TraesCS1B02G126200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154165137.0,154170253.0,.,-,.,ID=gene:TraesCS1B02G126300;biotype=protein_coding;gene_id=TraesCS1B02G126300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,154594665.0,154599312.0,.,+,.,ID=gene:TraesCS1B02G126500;biotype=protein_coding;description=Importin subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:W5AA91];gene_id=TraesCS1B02G126500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155404645.0,155406696.0,.,+,.,ID=gene:TraesCS1B02G126600;biotype=protein_coding;gene_id=TraesCS1B02G126600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155407250.0,155411165.0,.,-,.,ID=gene:TraesCS1B02G126700;biotype=protein_coding;gene_id=TraesCS1B02G126700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155410864.0,155425972.0,.,+,.,ID=gene:TraesCS1B02G126800;biotype=protein_coding;gene_id=TraesCS1B02G126800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155438402.0,155439430.0,.,-,.,ID=gene:TraesCS1B02G126900;biotype=protein_coding;gene_id=TraesCS1B02G126900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155735657.0,155741951.0,.,+,.,ID=gene:TraesCS1B02G127000;biotype=protein_coding;gene_id=TraesCS1B02G127000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,155748211.0,155751136.0,.,-,.,ID=gene:TraesCS1B02G127200;biotype=protein_coding;description=Similar to 60S ribosomal protein L18 [Source: Projected from Oryza sativa (Os05g0155100)];gene_id=TraesCS1B02G127200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156581011.0,156586954.0,.,+,.,ID=gene:TraesCS1B02G127500;biotype=protein_coding;gene_id=TraesCS1B02G127500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156591824.0,156594405.0,.,+,.,ID=gene:TraesCS1B02G127600;biotype=protein_coding;gene_id=TraesCS1B02G127600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156595104.0,156598937.0,.,-,.,ID=gene:TraesCS1B02G127700;biotype=protein_coding;description=U1A [Source:Projected from Arabidopsis thaliana (AT2G47580) UniProtKB/TrEMBL%3BAcc:A0A178VZ67];gene_id=TraesCS1B02G127700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156684949.0,156688706.0,.,+,.,ID=gene:TraesCS1B02G127900;biotype=protein_coding;gene_id=TraesCS1B02G127900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,156848680.0,156855586.0,.,-,.,ID=gene:TraesCS1B02G128100;biotype=protein_coding;description=Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL%3BAcc:A0A341P1S3];gene_id=TraesCS1B02G128100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,157898932.0,157902229.0,.,+,.,ID=gene:TraesCS1B02G128400;biotype=protein_coding;description=Golgi apparatus membrane protein TVP23 [Source:UniProtKB/TrEMBL%3BAcc:W5AJZ4];gene_id=TraesCS1B02G128400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,157924691.0,157928729.0,.,-,.,ID=gene:TraesCS1B02G128500;biotype=protein_coding;gene_id=TraesCS1B02G128500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,157934685.0,157939882.0,.,-,.,ID=gene:TraesCS1B02G128600;biotype=protein_coding;gene_id=TraesCS1B02G128600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158309306.0,158314745.0,.,-,.,ID=gene:TraesCS1B02G128700;biotype=protein_coding;gene_id=TraesCS1B02G128700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158516376.0,158519480.0,.,+,.,ID=gene:TraesCS1B02G128800;biotype=protein_coding;description=Transition metal ion transporter%2C Ion transpor [Source: Projected from Oryza sativa (Os05g0164800)];gene_id=TraesCS1B02G128800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,158533911.0,158546217.0,.,-,.,ID=gene:TraesCS1B02G129000;biotype=protein_coding;gene_id=TraesCS1B02G129000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159384771.0,159388822.0,.,+,.,ID=gene:TraesCS1B02G129300;biotype=protein_coding;gene_id=TraesCS1B02G129300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159631936.0,159638274.0,.,-,.,ID=gene:TraesCS1B02G129400;biotype=protein_coding;description=R1 protein [Source:UniProtKB/TrEMBL%3BAcc:W5AA79];gene_id=TraesCS1B02G129400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159912139.0,159913202.0,.,-,.,ID=gene:TraesCS1B02G129500;biotype=protein_coding;gene_id=TraesCS1B02G129500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,159914450.0,159924182.0,.,-,.,ID=gene:TraesCS1B02G129600;biotype=protein_coding;gene_id=TraesCS1B02G129600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160017954.0,160018548.0,.,+,.,ID=gene:TraesCS1B02G129700;biotype=protein_coding;gene_id=TraesCS1B02G129700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160320099.0,160327761.0,.,-,.,ID=gene:TraesCS1B02G129900;biotype=protein_coding;gene_id=TraesCS1B02G129900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160484172.0,160487855.0,.,+,.,ID=gene:TraesCS1B02G130000;biotype=protein_coding;gene_id=TraesCS1B02G130000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,160664546.0,160667071.0,.,+,.,ID=gene:TraesCS1B02G130100;biotype=protein_coding;gene_id=TraesCS1B02G130100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,161202973.0,161209590.0,.,+,.,ID=gene:TraesCS1B02G130200;biotype=protein_coding;gene_id=TraesCS1B02G130200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,161210000.0,161212537.0,.,-,.,ID=gene:TraesCS1B02G130300;biotype=protein_coding;gene_id=TraesCS1B02G130300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,161984957.0,161996664.0,.,+,.,ID=gene:TraesCS1B02G130500;biotype=protein_coding;gene_id=TraesCS1B02G130500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162779190.0,162782916.0,.,+,.,ID=gene:TraesCS1B02G130800;biotype=protein_coding;gene_id=TraesCS1B02G130800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162805763.0,162806230.0,.,-,.,ID=gene:TraesCS1B02G130900;biotype=protein_coding;gene_id=TraesCS1B02G130900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,162810469.0,162814929.0,.,-,.,ID=gene:TraesCS1B02G131000;biotype=protein_coding;description=Protein MAEA homolog [Source:Projected from Arabidopsis thaliana (AT3G55070) UniProtKB/Swiss-Prot%3BAcc:Q9M2V9];gene_id=TraesCS1B02G131000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,163096354.0,163100530.0,.,-,.,ID=gene:TraesCS1B02G131300;biotype=protein_coding;description=Dihydrolipoyl dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:W5A874];gene_id=TraesCS1B02G131300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,165546827.0,165547892.0,.,-,.,ID=gene:TraesCS1B02G132000;biotype=protein_coding;gene_id=TraesCS1B02G132000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,165815758.0,165819567.0,.,-,.,ID=gene:TraesCS1B02G132100;biotype=protein_coding;gene_id=TraesCS1B02G132100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166076267.0,166080182.0,.,-,.,ID=gene:TraesCS1B02G132200;biotype=protein_coding;gene_id=TraesCS1B02G132200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166579286.0,166591357.0,.,+,.,ID=gene:TraesCS1B02G132300;biotype=protein_coding;gene_id=TraesCS1B02G132300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166592047.0,166594588.0,.,-,.,ID=gene:TraesCS1B02G132400;biotype=protein_coding;gene_id=TraesCS1B02G132400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,166657228.0,166659177.0,.,-,.,ID=gene:TraesCS1B02G132500;biotype=protein_coding;gene_id=TraesCS1B02G132500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167108459.0,167111433.0,.,-,.,ID=gene:TraesCS1B02G132600;biotype=protein_coding;description=Thioredoxin [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S567];gene_id=TraesCS1B02G132600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167712604.0,167714646.0,.,+,.,ID=gene:TraesCS1B02G132700;biotype=protein_coding;gene_id=TraesCS1B02G132700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167715268.0,167719229.0,.,+,.,ID=gene:TraesCS1B02G132800;biotype=protein_coding;gene_id=TraesCS1B02G132800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167930227.0,167934361.0,.,+,.,ID=gene:TraesCS1B02G132900;biotype=protein_coding;description=Autophagy-related protein 18a [Source:UniProtKB/TrEMBL%3BAcc:U3Q3D9];gene_id=TraesCS1B02G132900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,167989381.0,167999199.0,.,-,.,ID=gene:TraesCS1B02G133100;biotype=protein_coding;gene_id=TraesCS1B02G133100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,168330607.0,168331383.0,.,+,.,ID=gene:TraesCS1B02G133200;biotype=protein_coding;gene_id=TraesCS1B02G133200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,168415889.0,168419069.0,.,+,.,ID=gene:TraesCS1B02G133300;biotype=protein_coding;gene_id=TraesCS1B02G133300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,168621413.0,168624515.0,.,+,.,ID=gene:TraesCS1B02G133400;biotype=protein_coding;gene_id=TraesCS1B02G133400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,169661789.0,169665926.0,.,-,.,ID=gene:TraesCS1B02G134000;biotype=protein_coding;gene_id=TraesCS1B02G134000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,170514100.0,170516457.0,.,-,.,ID=gene:TraesCS1B02G134200;biotype=protein_coding;gene_id=TraesCS1B02G134200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,170569666.0,170576430.0,.,-,.,ID=gene:TraesCS1B02G134300;biotype=protein_coding;gene_id=TraesCS1B02G134300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,171129123.0,171132600.0,.,+,.,ID=gene:TraesCS1B02G134600;biotype=protein_coding;gene_id=TraesCS1B02G134600;logic_name=iwgsc_high_conf
1B,IWGSC,gene,171408774.0,171412029.0,.,-,.,ID=gene:TraesCS1B02G134900;biotype=protein_coding;gene_id=TraesCS1B02G134900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,171617098.0,171620625.0,.,+,.,ID=gene:TraesCS1B02G135000;biotype=protein_coding;description=mRNA cap guanine-N7 methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:W5AC27];gene_id=TraesCS1B02G135000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,172378223.0,172381659.0,.,+,.,ID=gene:TraesCS1B02G135400;biotype=protein_coding;gene_id=TraesCS1B02G135400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,172944206.0,172947575.0,.,+,.,ID=gene:TraesCS1B02G135700;biotype=protein_coding;gene_id=TraesCS1B02G135700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,173121735.0,173122646.0,.,-,.,ID=gene:TraesCS1B02G135800;biotype=protein_coding;gene_id=TraesCS1B02G135800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,173129068.0,173133167.0,.,-,.,ID=gene:TraesCS1B02G135900;biotype=protein_coding;gene_id=TraesCS1B02G135900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,173972083.0,173978186.0,.,-,.,ID=gene:TraesCS1B02G136200;biotype=protein_coding;description=Cellulose synthase [Source:UniProtKB/TrEMBL%3BAcc:W5A9G0];gene_id=TraesCS1B02G136200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174598576.0,174601773.0,.,-,.,ID=gene:TraesCS1B02G136500;biotype=protein_coding;gene_id=TraesCS1B02G136500;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174642890.0,174644737.0,.,-,.,ID=gene:TraesCS1B02G136700;biotype=protein_coding;gene_id=TraesCS1B02G136700;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174762913.0,174763613.0,.,-,.,ID=gene:TraesCS1B02G136800;biotype=protein_coding;gene_id=TraesCS1B02G136800;logic_name=iwgsc_high_conf
1B,IWGSC,gene,174783888.0,174784265.0,.,-,.,ID=gene:TraesCS1B02G136900;biotype=protein_coding;gene_id=TraesCS1B02G136900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,175275239.0,175275997.0,.,-,.,ID=gene:TraesCS1B02G137200;biotype=protein_coding;gene_id=TraesCS1B02G137200;logic_name=iwgsc_high_conf
1B,IWGSC,gene,175415295.0,175421481.0,.,-,.,ID=gene:TraesCS1B02G137300;biotype=protein_coding;gene_id=TraesCS1B02G137300;logic_name=iwgsc_high_conf
1B,IWGSC,gene,175428009.0,175429799.0,.,-,.,ID=gene:TraesCS1B02G137400;biotype=protein_coding;gene_id=TraesCS1B02G137400;logic_name=iwgsc_high_conf
1B,IWGSC,gene,176996762.0,176998479.0,.,-,.,ID=gene:TraesCS1B02G137900;biotype=protein_coding;gene_id=TraesCS1B02G137900;logic_name=iwgsc_high_conf
1B,IWGSC,gene,176999663.0,177002175.0,.,-,.,ID=gene:TraesCS1B02G138000;biotype=protein_coding;description=Serine/threonine protein phosphatase 2A regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5SLD6];gene_id=TraesCS1B02G138000;logic_name=iwgsc_high_conf
1B,IWGSC,gene,177835833.0,177838463.0,.,-,.,ID=gene:TraesCS1B02G138100;biotype=protein_coding;description=Auxin-responsive protein [Source:UniProtKB/TrEMBL%3BAcc:W4ZYX4];gene_id=TraesCS1B02G138100;logic_name=iwgsc_high_conf
1B,IWGSC,gene,178095203.0,178098926.0,.,+,.,ID=gene:TraesCS1B02G138200;biotype=protein_coding;gene_id=TraesCS1B02G138200;logic_name=iwgsc_high_conf
